gameId,gameDate,teamId,teamFullName,homeRoad,opponentTeamAbbrev,goalsFor,goalsAgainst,goalsForPerGame,goalsAgainstPerGame,shotsForPerGame,shotsAgainstPerGame,penaltyKillPct,penaltyKillNetPct,powerPlayPct,powerPlayNetPct,faceoffWinPct,pointPct,wins,losses,ties,winsInRegulation,winsInShootout,regulationAndOtWins,otLosses,points,gamesPlayed
2011020001,2011-10-06,4,Philadelphia Flyers,R,BOS,2,1,2.0,1.0,29.0,23.0,0.8,0.8,0.25,0.25,0.333333,1.0,1,0,,1,0,1,0,2,1
2011020003,2011-10-06,5,Pittsburgh Penguins,R,VAN,3,3,3.0,3.0,28.0,36.0,1.0,1.333333,0.666666,0.666666,0.457627,1.0,1,0,,0,1,0,0,2,1
2011020001,2011-10-06,6,Boston Bruins,H,PHI,1,2,1.0,2.0,23.0,29.0,0.75,0.75,0.2,0.2,0.666666,0.0,0,1,,0,0,0,0,0,1
2011020002,2011-10-06,8,Montréal Canadiens,R,TOR,0,2,0.0,2.0,32.0,18.0,1.0,1.0,0.0,-0.2,0.475409,0.0,0,1,,0,0,0,0,0,1
2011020002,2011-10-06,10,Toronto Maple Leafs,H,MTL,2,0,2.0,0.0,18.0,32.0,1.0,1.2,0.0,0.0,0.52459,1.0,1,0,,1,0,1,0,2,1
2011020003,2011-10-06,23,Vancouver Canucks,H,PIT,3,3,3.0,3.0,36.0,28.0,0.333334,0.333333,0.0,-0.333333,0.542372,0.5,0,0,,0,0,0,1,1,1
2011020009,2011-10-07,3,New York Rangers,R,LAK,2,3,2.0,3.0,26.0,30.0,0.8,0.8,0.0,0.0,0.566666,0.5,0,0,,0,0,0,1,1,1
2011020007,2011-10-07,7,Buffalo Sabres,H,ANA,4,1,4.0,1.0,25.0,30.0,1.0,1.0,0.5,0.5,0.516666,1.0,1,0,,1,0,1,0,2,1
2011020005,2011-10-07,9,Ottawa Senators,R,DET,3,5,3.0,5.0,32.0,39.0,1.0,1.0,0.666666,0.666666,0.492307,0.0,0,1,,0,0,0,0,0,1
2011020004,2011-10-07,12,Carolina Hurricanes,H,TBL,1,5,1.0,5.0,33.0,34.0,0.666667,0.666666,0.0,0.0,0.457142,0.0,0,1,,0,0,0,0,0,1
2011020004,2011-10-07,14,Tampa Bay Lightning,R,CAR,5,1,5.0,1.0,34.0,33.0,1.0,1.0,0.333333,0.333333,0.542857,1.0,1,0,,1,0,1,0,2,1
2011020008,2011-10-07,16,Chicago Blackhawks,R,DAL,1,2,1.0,2.0,38.0,33.0,1.0,1.0,0.0,0.0,0.523076,0.0,0,1,,0,0,0,0,0,1
2011020005,2011-10-07,17,Detroit Red Wings,H,OTT,5,3,5.0,3.0,39.0,32.0,0.333334,0.333333,0.0,0.0,0.507692,1.0,1,0,,1,0,1,0,2,1
