gameId,gameDate,teamId,teamFullName,homeRoad,opponentTeamAbbrev,goalsFor,goalsAgainst,goalsForPerGame,goalsAgainstPerGame,shotsForPerGame,shotsAgainstPerGame,penaltyKillPct,penaltyKillNetPct,powerPlayPct,powerPlayNetPct,faceoffWinPct,pointPct,wins,losses,ties,winsInRegulation,winsInShootout,regulationAndOtWins,otLosses,points,gamesPlayed
2016020001,2016-10-12,9,Ottawa Senators,H,TOR,5,4,5.0,4.0,30.0,38.0,1.0,1.0,0.0,0.0,0.484848,1.0,1,0,,0,0,1,0,2,1
2016020001,2016-10-12,10,Toronto Maple Leafs,R,OTT,4,5,4.0,5.0,38.0,30.0,1.0,1.0,0.0,0.0,0.515151,0.5,0,0,,0,0,0,1,1,1
2016020002,2016-10-12,16,Chicago Blackhawks,H,STL,2,5,2.0,5.0,19.0,33.0,0.4,0.4,0.25,0.25,0.396551,0.0,0,1,,0,0,0,0,0,1
2016020002,2016-10-12,19,St. Louis Blues,R,CHI,5,2,5.0,2.0,33.0,19.0,0.75,0.75,0.6,0.6,0.603448,1.0,1,0,,1,0,1,0,2,1
2016020003,2016-10-12,20,Calgary Flames,R,EDM,4,7,4.0,7.0,41.0,28.0,0.833334,1.166666,0.333333,0.333333,0.603174,0.0,0,1,,0,0,0,0,0,1
2016020003,2016-10-12,22,Edmonton Oilers,H,CGY,7,4,7.0,4.0,28.0,41.0,0.666667,0.666666,0.166666,-0.166666,0.396825,1.0,1,0,,1,0,1,0,2,1
2016020004,2016-10-12,26,Los Angeles Kings,R,SJS,1,2,1.0,2.0,22.0,31.0,0.666667,0.666666,1.0,1.0,0.5,0.0,0,1,,0,0,0,0,0,1
2016020004,2016-10-12,28,San Jose Sharks,H,LAK,2,1,2.0,1.0,31.0,22.0,0.0,0.0,0.333333,0.333333,0.5,1.0,1,0,,1,0,1,0,2,1
2016020010,2016-10-13,1,New Jersey Devils,R,FLA,1,2,1.0,2.0,24.0,34.0,1.0,1.0,0.0,0.0,0.464285,0.5,0,0,,0,0,0,1,1,1
2016020006,2016-10-13,2,New York Islanders,R,NYR,3,5,3.0,5.0,28.0,39.0,0.8,0.8,0.0,0.0,0.484375,0.0,0,1,,0,0,0,0,0,1
2016020006,2016-10-13,3,New York Rangers,H,NYI,5,3,5.0,3.0,39.0,28.0,1.0,1.0,0.2,0.2,0.515625,1.0,1,0,,1,0,1,0,2,1
2016020007,2016-10-13,5,Pittsburgh Penguins,H,WSH,2,2,2.0,2.0,30.0,41.0,1.0,1.0,0.5,0.5,0.405797,1.0,1,0,,0,1,0,0,2,1
2016020008,2016-10-13,6,Boston Bruins,R,CBJ,6,3,6.0,3.0,37.0,31.0,0.666667,0.666666,0.0,0.0,0.538461,1.0,1,0,,1,0,1,0,2,1
2016020005,2016-10-13,7,Buffalo Sabres,H,MTL,1,4,1.0,4.0,31.0,24.0,1.0,1.0,0.2,0.2,0.615384,0.0,0,1,,0,0,0,0,0,1
2016020005,2016-10-13,8,Montréal Canadiens,R,BUF,4,1,4.0,1.0,24.0,31.0,0.8,0.8,0.0,0.0,0.384615,1.0,1,0,,1,0,1,0,2,1
2016020012,2016-10-13,12,Carolina Hurricanes,R,WPG,4,5,4.0,5.0,27.0,26.0,0.8,0.8,0.5,0.25,0.641509,0.5,0,0,,0,0,0,1,1,1
2016020010,2016-10-13,13,Florida Panthers,H,NJD,2,1,2.0,1.0,34.0,24.0,1.0,1.0,0.0,0.0,0.535714,1.0,1,0,,0,0,1,0,2,1
2016020009,2016-10-13,14,Tampa Bay Lightning,H,DET,6,4,6.0,4.0,36.0,32.0,0.5,0.5,0.5,0.5,0.56,1.0,1,0,,1,0,1,0,2,1
2016020007,2016-10-13,15,Washington Capitals,R,PIT,2,2,2.0,2.0,41.0,30.0,0.5,0.5,0.0,0.0,0.594202,0.5,0,0,,0,0,0,1,1,1
2016020009,2016-10-13,17,Detroit Red Wings,R,TBL,4,6,4.0,6.0,32.0,36.0,0.5,0.5,0.5,0.5,0.44,0.0,0,1,,0,0,0,0,0,1
